INFO - xla_bridge.py - 2025-01-29 13:55:15,168 - Unable to initialize backend 'cuda': 
INFO - xla_bridge.py - 2025-01-29 13:55:15,170 - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
INFO - xla_bridge.py - 2025-01-29 13:55:15,209 - Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
INFO - checkpoints.py - 2025-01-29 13:55:17,040 - Restoring orbax checkpoint from /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_15
INFO - checkpointer.py - 2025-01-29 13:55:17,045 - Restoring item from /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_15.
INFO - run_lib.py - 2025-01-29 13:56:15,817 - step: 167850, training_loss: 3.20485e-01
INFO - run_lib.py - 2025-01-29 13:56:15,972 - step: 167900, training_loss: 3.23548e-01
INFO - run_lib.py - 2025-01-29 13:56:15,982 - step: 167900, eval_loss: 3.55941e-01
INFO - run_lib.py - 2025-01-29 13:56:16,117 - step: 167950, training_loss: 3.18915e-01
INFO - run_lib.py - 2025-01-29 13:56:16,276 - step: 168000, training_loss: 3.08428e-01
INFO - run_lib.py - 2025-01-29 13:56:16,281 - step: 168000, eval_loss: 2.93378e-01
INFO - run_lib.py - 2025-01-29 13:56:16,452 - step: 168050, training_loss: 2.95456e-01
INFO - run_lib.py - 2025-01-29 13:56:16,641 - step: 168100, training_loss: 2.85851e-01
INFO - run_lib.py - 2025-01-29 13:56:16,651 - step: 168100, eval_loss: 3.44073e-01
INFO - run_lib.py - 2025-01-29 13:56:16,811 - step: 168150, training_loss: 3.39526e-01
INFO - run_lib.py - 2025-01-29 13:56:16,920 - step: 168200, training_loss: 3.37620e-01
INFO - run_lib.py - 2025-01-29 13:56:16,928 - step: 168200, eval_loss: 3.19864e-01
INFO - run_lib.py - 2025-01-29 13:56:17,035 - step: 168250, training_loss: 3.46918e-01
INFO - run_lib.py - 2025-01-29 13:56:17,139 - step: 168300, training_loss: 3.57963e-01
INFO - run_lib.py - 2025-01-29 13:56:17,146 - step: 168300, eval_loss: 3.47221e-01
INFO - run_lib.py - 2025-01-29 13:56:17,306 - step: 168350, training_loss: 3.57287e-01
INFO - run_lib.py - 2025-01-29 13:56:17,452 - step: 168400, training_loss: 3.06375e-01
INFO - run_lib.py - 2025-01-29 13:56:17,459 - step: 168400, eval_loss: 3.33518e-01
INFO - run_lib.py - 2025-01-29 13:56:17,595 - step: 168450, training_loss: 2.99390e-01
INFO - run_lib.py - 2025-01-29 13:56:17,779 - step: 168500, training_loss: 2.98510e-01
INFO - run_lib.py - 2025-01-29 13:56:17,787 - step: 168500, eval_loss: 3.47774e-01
INFO - run_lib.py - 2025-01-29 13:56:17,941 - step: 168550, training_loss: 3.30948e-01
INFO - run_lib.py - 2025-01-29 13:56:18,077 - step: 168600, training_loss: 3.66960e-01
INFO - run_lib.py - 2025-01-29 13:56:18,084 - step: 168600, eval_loss: 3.66415e-01
INFO - run_lib.py - 2025-01-29 13:56:18,196 - step: 168650, training_loss: 3.44764e-01
INFO - run_lib.py - 2025-01-29 13:56:18,324 - step: 168700, training_loss: 3.06163e-01
INFO - run_lib.py - 2025-01-29 13:56:18,332 - step: 168700, eval_loss: 3.43517e-01
INFO - run_lib.py - 2025-01-29 13:56:18,431 - step: 168750, training_loss: 3.52785e-01
INFO - run_lib.py - 2025-01-29 13:56:18,578 - step: 168800, training_loss: 2.98352e-01
INFO - run_lib.py - 2025-01-29 13:56:18,589 - step: 168800, eval_loss: 3.20536e-01
INFO - run_lib.py - 2025-01-29 13:56:18,710 - step: 168850, training_loss: 3.01658e-01
INFO - run_lib.py - 2025-01-29 13:56:18,814 - step: 168900, training_loss: 3.23301e-01
INFO - run_lib.py - 2025-01-29 13:56:18,821 - step: 168900, eval_loss: 3.09153e-01
INFO - run_lib.py - 2025-01-29 13:56:18,961 - step: 168950, training_loss: 3.40625e-01
INFO - run_lib.py - 2025-01-29 13:56:19,074 - step: 169000, training_loss: 3.20406e-01
INFO - run_lib.py - 2025-01-29 13:56:19,079 - step: 169000, eval_loss: 2.88223e-01
INFO - run_lib.py - 2025-01-29 13:56:19,187 - step: 169050, training_loss: 3.09212e-01
INFO - run_lib.py - 2025-01-29 13:56:19,314 - step: 169100, training_loss: 3.29601e-01
INFO - run_lib.py - 2025-01-29 13:56:19,321 - step: 169100, eval_loss: 3.02306e-01
INFO - run_lib.py - 2025-01-29 13:56:19,429 - step: 169150, training_loss: 3.14468e-01
INFO - run_lib.py - 2025-01-29 13:56:19,545 - step: 169200, training_loss: 3.04722e-01
INFO - run_lib.py - 2025-01-29 13:56:19,552 - step: 169200, eval_loss: 3.23629e-01
INFO - run_lib.py - 2025-01-29 13:56:19,657 - step: 169250, training_loss: 3.42211e-01
INFO - run_lib.py - 2025-01-29 13:56:19,788 - step: 169300, training_loss: 3.09057e-01
INFO - run_lib.py - 2025-01-29 13:56:19,795 - step: 169300, eval_loss: 3.25677e-01
INFO - run_lib.py - 2025-01-29 13:56:19,891 - step: 169350, training_loss: 2.70122e-01
INFO - run_lib.py - 2025-01-29 13:56:19,978 - step: 169400, training_loss: 3.21646e-01
INFO - run_lib.py - 2025-01-29 13:56:19,984 - step: 169400, eval_loss: 2.89765e-01
INFO - run_lib.py - 2025-01-29 13:56:20,085 - step: 169450, training_loss: 3.42336e-01
INFO - run_lib.py - 2025-01-29 13:56:20,172 - step: 169500, training_loss: 2.88305e-01
INFO - run_lib.py - 2025-01-29 13:56:20,179 - step: 169500, eval_loss: 3.19180e-01
INFO - run_lib.py - 2025-01-29 13:56:20,269 - step: 169550, training_loss: 3.59304e-01
INFO - run_lib.py - 2025-01-29 13:56:20,370 - step: 169600, training_loss: 3.47658e-01
INFO - run_lib.py - 2025-01-29 13:56:20,377 - step: 169600, eval_loss: 3.55558e-01
INFO - run_lib.py - 2025-01-29 13:56:20,481 - step: 169650, training_loss: 3.49156e-01
INFO - run_lib.py - 2025-01-29 13:56:20,571 - step: 169700, training_loss: 3.47619e-01
INFO - run_lib.py - 2025-01-29 13:56:20,579 - step: 169700, eval_loss: 3.59753e-01
INFO - run_lib.py - 2025-01-29 13:56:20,676 - step: 169750, training_loss: 3.75616e-01
INFO - run_lib.py - 2025-01-29 13:56:20,884 - step: 169800, training_loss: 3.68614e-01
INFO - run_lib.py - 2025-01-29 13:56:20,904 - step: 169800, eval_loss: 3.46867e-01
INFO - run_lib.py - 2025-01-29 13:56:21,050 - step: 169850, training_loss: 3.23183e-01
INFO - run_lib.py - 2025-01-29 13:56:21,152 - step: 169900, training_loss: 3.62685e-01
INFO - run_lib.py - 2025-01-29 13:56:21,160 - step: 169900, eval_loss: 3.51717e-01
INFO - run_lib.py - 2025-01-29 13:56:21,282 - step: 169950, training_loss: 3.27194e-01
INFO - run_lib.py - 2025-01-29 13:56:21,375 - step: 170000, training_loss: 3.69106e-01
INFO - checkpoints.py - 2025-01-29 13:56:21,381 - Saving checkpoint at step: 17
INFO - checkpoints.py - 2025-01-29 13:56:21,382 - Using Orbax as backend to save Flax checkpoints. For potential troubleshooting see: https://flax.readthedocs.io/en/latest/guides/training_techniques/use_checkpointing.html#orbax-as-backend-troubleshooting
INFO - checkpointer.py - 2025-01-29 13:56:21,384 - Saving item to /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_17.
INFO - utils.py - 2025-01-29 13:56:21,557 - Renaming /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_17.orbax-checkpoint-tmp-1738155381385942 to /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_17
INFO - utils.py - 2025-01-29 13:56:21,558 - Finished saving checkpoint to `/home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_17`.
INFO - checkpoints.py - 2025-01-29 13:56:21,560 - Removing checkpoint at /home/komodo/Documents/uni/thesis/score_sde/checkpoints-meta/checkpoint_16
INFO - run_lib.py - 2025-01-29 13:56:21,566 - step: 170000, eval_loss: 3.44315e-01
INFO - run_lib.py - 2025-01-29 13:56:21,625 - step: 170050, training_loss: 3.00577e-01
INFO - run_lib.py - 2025-01-29 13:56:21,798 - step: 170100, training_loss: 3.41976e-01
INFO - run_lib.py - 2025-01-29 13:56:21,807 - step: 170100, eval_loss: 3.70488e-01
INFO - run_lib.py - 2025-01-29 13:56:21,915 - step: 170150, training_loss: 3.37082e-01
INFO - run_lib.py - 2025-01-29 13:56:22,019 - step: 170200, training_loss: 3.63712e-01
INFO - run_lib.py - 2025-01-29 13:56:22,028 - step: 170200, eval_loss: 3.29006e-01
INFO - run_lib.py - 2025-01-29 13:56:22,153 - step: 170250, training_loss: 3.55022e-01
INFO - run_lib.py - 2025-01-29 13:56:22,279 - step: 170300, training_loss: 3.64645e-01
INFO - run_lib.py - 2025-01-29 13:56:22,286 - step: 170300, eval_loss: 3.65428e-01
INFO - run_lib.py - 2025-01-29 13:56:22,407 - step: 170350, training_loss: 3.17258e-01
INFO - run_lib.py - 2025-01-29 13:56:22,526 - step: 170400, training_loss: 3.01094e-01
INFO - run_lib.py - 2025-01-29 13:56:22,533 - step: 170400, eval_loss: 2.76570e-01
INFO - run_lib.py - 2025-01-29 13:56:22,651 - step: 170450, training_loss: 3.14597e-01
INFO - run_lib.py - 2025-01-29 13:56:22,765 - step: 170500, training_loss: 3.08909e-01
INFO - run_lib.py - 2025-01-29 13:56:22,773 - step: 170500, eval_loss: 2.96241e-01
INFO - run_lib.py - 2025-01-29 13:56:22,887 - step: 170550, training_loss: 2.91115e-01
INFO - run_lib.py - 2025-01-29 13:56:22,994 - step: 170600, training_loss: 3.10176e-01
INFO - run_lib.py - 2025-01-29 13:56:23,001 - step: 170600, eval_loss: 2.92425e-01
INFO - run_lib.py - 2025-01-29 13:56:23,138 - step: 170650, training_loss: 3.54685e-01
INFO - run_lib.py - 2025-01-29 13:56:23,248 - step: 170700, training_loss: 3.47272e-01
INFO - run_lib.py - 2025-01-29 13:56:23,255 - step: 170700, eval_loss: 3.14061e-01
INFO - run_lib.py - 2025-01-29 13:56:23,372 - step: 170750, training_loss: 3.22104e-01
INFO - run_lib.py - 2025-01-29 13:56:23,496 - step: 170800, training_loss: 3.36987e-01
INFO - run_lib.py - 2025-01-29 13:56:23,503 - step: 170800, eval_loss: 2.94395e-01
INFO - run_lib.py - 2025-01-29 13:56:23,638 - step: 170850, training_loss: 3.17379e-01
INFO - run_lib.py - 2025-01-29 13:56:23,787 - step: 170900, training_loss: 3.34803e-01
INFO - run_lib.py - 2025-01-29 13:56:23,799 - step: 170900, eval_loss: 3.00037e-01
INFO - run_lib.py - 2025-01-29 13:56:24,088 - step: 170950, training_loss: 3.05516e-01
INFO - run_lib.py - 2025-01-29 13:56:24,432 - step: 171000, training_loss: 3.02226e-01
INFO - run_lib.py - 2025-01-29 13:56:24,447 - step: 171000, eval_loss: 3.21993e-01
INFO - run_lib.py - 2025-01-29 13:56:24,707 - step: 171050, training_loss: 2.91127e-01
INFO - run_lib.py - 2025-01-29 13:56:24,923 - step: 171100, training_loss: 2.86431e-01
INFO - run_lib.py - 2025-01-29 13:56:24,951 - step: 171100, eval_loss: 3.07131e-01
INFO - run_lib.py - 2025-01-29 13:56:25,175 - step: 171150, training_loss: 3.45847e-01
INFO - run_lib.py - 2025-01-29 13:56:25,461 - step: 171200, training_loss: 3.86934e-01
INFO - run_lib.py - 2025-01-29 13:56:25,482 - step: 171200, eval_loss: 3.27744e-01
INFO - run_lib.py - 2025-01-29 13:56:25,739 - step: 171250, training_loss: 3.67455e-01
INFO - run_lib.py - 2025-01-29 13:56:25,990 - step: 171300, training_loss: 3.58323e-01
INFO - run_lib.py - 2025-01-29 13:56:26,008 - step: 171300, eval_loss: 3.63778e-01
INFO - run_lib.py - 2025-01-29 13:56:26,353 - step: 171350, training_loss: 3.62888e-01
INFO - run_lib.py - 2025-01-29 13:56:26,524 - step: 171400, training_loss: 3.08529e-01
INFO - run_lib.py - 2025-01-29 13:56:26,544 - step: 171400, eval_loss: 3.16108e-01
INFO - run_lib.py - 2025-01-29 13:56:26,750 - step: 171450, training_loss: 3.17234e-01
INFO - run_lib.py - 2025-01-29 13:56:26,958 - step: 171500, training_loss: 3.31306e-01
INFO - run_lib.py - 2025-01-29 13:56:26,980 - step: 171500, eval_loss: 3.62606e-01
INFO - run_lib.py - 2025-01-29 13:56:27,195 - step: 171550, training_loss: 3.25745e-01
INFO - run_lib.py - 2025-01-29 13:56:27,506 - step: 171600, training_loss: 3.82313e-01
INFO - run_lib.py - 2025-01-29 13:56:27,515 - step: 171600, eval_loss: 3.16376e-01
INFO - run_lib.py - 2025-01-29 13:56:27,712 - step: 171650, training_loss: 3.36245e-01
INFO - run_lib.py - 2025-01-29 13:56:27,952 - step: 171700, training_loss: 3.67119e-01
INFO - run_lib.py - 2025-01-29 13:56:27,972 - step: 171700, eval_loss: 3.02329e-01
INFO - run_lib.py - 2025-01-29 13:56:28,191 - step: 171750, training_loss: 3.40213e-01
INFO - run_lib.py - 2025-01-29 13:56:28,372 - step: 171800, training_loss: 3.41143e-01
INFO - run_lib.py - 2025-01-29 13:56:28,387 - step: 171800, eval_loss: 3.18598e-01
INFO - run_lib.py - 2025-01-29 13:56:28,591 - step: 171850, training_loss: 2.92599e-01
INFO - run_lib.py - 2025-01-29 13:56:28,797 - step: 171900, training_loss: 2.58165e-01
INFO - run_lib.py - 2025-01-29 13:56:28,806 - step: 171900, eval_loss: 3.05319e-01
INFO - run_lib.py - 2025-01-29 13:56:28,961 - step: 171950, training_loss: 3.37755e-01
INFO - run_lib.py - 2025-01-29 13:56:29,133 - step: 172000, training_loss: 3.04855e-01
INFO - run_lib.py - 2025-01-29 13:56:29,139 - step: 172000, eval_loss: 3.11590e-01
INFO - run_lib.py - 2025-01-29 13:56:29,306 - step: 172050, training_loss: 2.86442e-01
INFO - run_lib.py - 2025-01-29 13:56:29,575 - step: 172100, training_loss: 3.00258e-01
INFO - run_lib.py - 2025-01-29 13:56:29,589 - step: 172100, eval_loss: 3.27325e-01
INFO - run_lib.py - 2025-01-29 13:56:29,767 - step: 172150, training_loss: 2.83762e-01
INFO - run_lib.py - 2025-01-29 13:56:29,888 - step: 172200, training_loss: 3.27547e-01
INFO - run_lib.py - 2025-01-29 13:56:29,896 - step: 172200, eval_loss: 2.67727e-01
INFO - run_lib.py - 2025-01-29 13:56:30,036 - step: 172250, training_loss: 3.01839e-01
INFO - run_lib.py - 2025-01-29 13:56:30,171 - step: 172300, training_loss: 2.70882e-01
INFO - run_lib.py - 2025-01-29 13:56:30,181 - step: 172300, eval_loss: 2.95450e-01
INFO - run_lib.py - 2025-01-29 13:56:30,292 - step: 172350, training_loss: 2.52405e-01
INFO - run_lib.py - 2025-01-29 13:56:30,417 - step: 172400, training_loss: 2.94840e-01
INFO - run_lib.py - 2025-01-29 13:56:30,424 - step: 172400, eval_loss: 3.70587e-01
INFO - run_lib.py - 2025-01-29 13:56:30,542 - step: 172450, training_loss: 3.23109e-01
INFO - run_lib.py - 2025-01-29 13:56:30,669 - step: 172500, training_loss: 2.94573e-01
INFO - run_lib.py - 2025-01-29 13:56:30,677 - step: 172500, eval_loss: 3.11039e-01
INFO - run_lib.py - 2025-01-29 13:56:30,789 - step: 172550, training_loss: 3.17215e-01
INFO - run_lib.py - 2025-01-29 13:56:30,902 - step: 172600, training_loss: 3.21435e-01
INFO - run_lib.py - 2025-01-29 13:56:30,909 - step: 172600, eval_loss: 3.11859e-01
INFO - run_lib.py - 2025-01-29 13:56:31,024 - step: 172650, training_loss: 3.31836e-01
INFO - run_lib.py - 2025-01-29 13:56:31,135 - step: 172700, training_loss: 3.61560e-01
INFO - run_lib.py - 2025-01-29 13:56:31,143 - step: 172700, eval_loss: 3.38405e-01
INFO - run_lib.py - 2025-01-29 13:56:31,283 - step: 172750, training_loss: 3.43574e-01
INFO - run_lib.py - 2025-01-29 13:56:31,402 - step: 172800, training_loss: 3.41626e-01
INFO - run_lib.py - 2025-01-29 13:56:31,409 - step: 172800, eval_loss: 3.31655e-01
INFO - run_lib.py - 2025-01-29 13:56:31,546 - step: 172850, training_loss: 3.09921e-01
INFO - run_lib.py - 2025-01-29 13:56:31,684 - step: 172900, training_loss: 3.43207e-01
INFO - run_lib.py - 2025-01-29 13:56:31,692 - step: 172900, eval_loss: 3.50217e-01
INFO - run_lib.py - 2025-01-29 13:56:31,863 - step: 172950, training_loss: 3.63304e-01
INFO - run_lib.py - 2025-01-29 13:56:31,984 - step: 173000, training_loss: 3.16955e-01
INFO - run_lib.py - 2025-01-29 13:56:31,991 - step: 173000, eval_loss: 3.50127e-01
INFO - run_lib.py - 2025-01-29 13:56:32,118 - step: 173050, training_loss: 3.37736e-01
INFO - run_lib.py - 2025-01-29 13:56:32,239 - step: 173100, training_loss: 3.80668e-01
INFO - run_lib.py - 2025-01-29 13:56:32,247 - step: 173100, eval_loss: 3.32115e-01
INFO - run_lib.py - 2025-01-29 13:56:32,375 - step: 173150, training_loss: 3.65594e-01
INFO - run_lib.py - 2025-01-29 13:56:32,479 - step: 173200, training_loss: 3.31696e-01
INFO - run_lib.py - 2025-01-29 13:56:32,486 - step: 173200, eval_loss: 3.82135e-01
INFO - run_lib.py - 2025-01-29 13:56:32,617 - step: 173250, training_loss: 3.30217e-01
INFO - run_lib.py - 2025-01-29 13:56:32,789 - step: 173300, training_loss: 2.97326e-01
INFO - run_lib.py - 2025-01-29 13:56:32,797 - step: 173300, eval_loss: 3.08381e-01
INFO - run_lib.py - 2025-01-29 13:56:32,976 - step: 173350, training_loss: 3.08176e-01
INFO - run_lib.py - 2025-01-29 13:56:33,134 - step: 173400, training_loss: 2.72108e-01
INFO - run_lib.py - 2025-01-29 13:56:33,142 - step: 173400, eval_loss: 2.76766e-01
INFO - run_lib.py - 2025-01-29 13:56:33,330 - step: 173450, training_loss: 3.23507e-01
INFO - run_lib.py - 2025-01-29 13:56:33,452 - step: 173500, training_loss: 3.11174e-01
INFO - run_lib.py - 2025-01-29 13:56:33,461 - step: 173500, eval_loss: 3.03854e-01
INFO - run_lib.py - 2025-01-29 13:56:33,585 - step: 173550, training_loss: 2.79178e-01
INFO - run_lib.py - 2025-01-29 13:56:33,699 - step: 173600, training_loss: 3.13762e-01
INFO - run_lib.py - 2025-01-29 13:56:33,706 - step: 173600, eval_loss: 3.29947e-01
INFO - run_lib.py - 2025-01-29 13:56:33,838 - step: 173650, training_loss: 2.70258e-01
INFO - run_lib.py - 2025-01-29 13:56:34,020 - step: 173700, training_loss: 3.28060e-01
INFO - run_lib.py - 2025-01-29 13:56:34,028 - step: 173700, eval_loss: 2.66905e-01
INFO - run_lib.py - 2025-01-29 13:56:34,174 - step: 173750, training_loss: 3.15166e-01
INFO - run_lib.py - 2025-01-29 13:56:34,297 - step: 173800, training_loss: 2.97843e-01
INFO - run_lib.py - 2025-01-29 13:56:34,305 - step: 173800, eval_loss: 2.93765e-01
INFO - run_lib.py - 2025-01-29 13:56:34,445 - step: 173850, training_loss: 3.14990e-01
INFO - run_lib.py - 2025-01-29 13:56:34,602 - step: 173900, training_loss: 2.74099e-01
INFO - run_lib.py - 2025-01-29 13:56:34,609 - step: 173900, eval_loss: 3.52352e-01
INFO - run_lib.py - 2025-01-29 13:56:34,739 - step: 173950, training_loss: 2.95386e-01
INFO - run_lib.py - 2025-01-29 13:56:34,864 - step: 174000, training_loss: 3.03369e-01
INFO - run_lib.py - 2025-01-29 13:56:34,870 - step: 174000, eval_loss: 3.16406e-01
INFO - run_lib.py - 2025-01-29 13:56:34,991 - step: 174050, training_loss: 3.19736e-01
INFO - run_lib.py - 2025-01-29 13:56:35,115 - step: 174100, training_loss: 3.12395e-01
INFO - run_lib.py - 2025-01-29 13:56:35,122 - step: 174100, eval_loss: 3.29097e-01
INFO - run_lib.py - 2025-01-29 13:56:35,252 - step: 174150, training_loss: 3.26399e-01
INFO - run_lib.py - 2025-01-29 13:56:35,361 - step: 174200, training_loss: 2.73193e-01
INFO - run_lib.py - 2025-01-29 13:56:35,368 - step: 174200, eval_loss: 3.18680e-01
INFO - run_lib.py - 2025-01-29 13:56:35,630 - step: 174250, training_loss: 3.06584e-01
INFO - run_lib.py - 2025-01-29 13:56:35,770 - step: 174300, training_loss: 3.02747e-01
INFO - run_lib.py - 2025-01-29 13:56:35,780 - step: 174300, eval_loss: 3.38358e-01
INFO - run_lib.py - 2025-01-29 13:56:35,969 - step: 174350, training_loss: 3.06161e-01
INFO - run_lib.py - 2025-01-29 13:56:36,124 - step: 174400, training_loss: 3.26908e-01
INFO - run_lib.py - 2025-01-29 13:56:36,140 - step: 174400, eval_loss: 3.44642e-01
INFO - run_lib.py - 2025-01-29 13:56:36,298 - step: 174450, training_loss: 3.60894e-01
INFO - run_lib.py - 2025-01-29 13:56:36,470 - step: 174500, training_loss: 3.76606e-01
INFO - run_lib.py - 2025-01-29 13:56:36,480 - step: 174500, eval_loss: 3.51152e-01
INFO - run_lib.py - 2025-01-29 13:56:36,634 - step: 174550, training_loss: 3.68364e-01
INFO - run_lib.py - 2025-01-29 13:56:36,762 - step: 174600, training_loss: 3.16079e-01
INFO - run_lib.py - 2025-01-29 13:56:36,770 - step: 174600, eval_loss: 3.59715e-01
INFO - run_lib.py - 2025-01-29 13:56:36,874 - step: 174650, training_loss: 3.36509e-01
INFO - run_lib.py - 2025-01-29 13:56:36,983 - step: 174700, training_loss: 3.33798e-01
INFO - run_lib.py - 2025-01-29 13:56:36,989 - step: 174700, eval_loss: 3.15598e-01
INFO - run_lib.py - 2025-01-29 13:56:37,073 - step: 174750, training_loss: 3.50348e-01
INFO - run_lib.py - 2025-01-29 13:56:37,169 - step: 174800, training_loss: 3.19447e-01
INFO - run_lib.py - 2025-01-29 13:56:37,176 - step: 174800, eval_loss: 3.45356e-01
INFO - run_lib.py - 2025-01-29 13:56:37,269 - step: 174850, training_loss: 3.15865e-01
INFO - run_lib.py - 2025-01-29 13:56:37,360 - step: 174900, training_loss: 3.48050e-01
INFO - run_lib.py - 2025-01-29 13:56:37,367 - step: 174900, eval_loss: 3.17471e-01
INFO - run_lib.py - 2025-01-29 13:56:37,466 - step: 174950, training_loss: 2.79001e-01
INFO - run_lib.py - 2025-01-29 13:56:37,561 - step: 175000, training_loss: 3.05576e-01
INFO - run_lib.py - 2025-01-29 13:56:37,568 - step: 175000, eval_loss: 2.92065e-01
INFO - run_lib.py - 2025-01-29 13:56:37,681 - step: 175050, training_loss: 3.50696e-01
INFO - run_lib.py - 2025-01-29 13:56:37,787 - step: 175100, training_loss: 2.87529e-01
INFO - run_lib.py - 2025-01-29 13:56:37,794 - step: 175100, eval_loss: 2.88695e-01
INFO - run_lib.py - 2025-01-29 13:56:37,892 - step: 175150, training_loss: 2.90802e-01
INFO - run_lib.py - 2025-01-29 13:56:37,985 - step: 175200, training_loss: 2.94456e-01
INFO - run_lib.py - 2025-01-29 13:56:37,991 - step: 175200, eval_loss: 3.14976e-01
INFO - run_lib.py - 2025-01-29 13:56:38,105 - step: 175250, training_loss: 2.90438e-01
INFO - run_lib.py - 2025-01-29 13:56:38,235 - step: 175300, training_loss: 2.84753e-01
INFO - run_lib.py - 2025-01-29 13:56:38,241 - step: 175300, eval_loss: 3.17213e-01
INFO - run_lib.py - 2025-01-29 13:56:38,385 - step: 175350, training_loss: 3.69353e-01
INFO - run_lib.py - 2025-01-29 13:56:38,504 - step: 175400, training_loss: 2.92498e-01
INFO - run_lib.py - 2025-01-29 13:56:38,512 - step: 175400, eval_loss: 2.82609e-01
INFO - run_lib.py - 2025-01-29 13:56:38,636 - step: 175450, training_loss: 3.23380e-01
INFO - run_lib.py - 2025-01-29 13:56:38,753 - step: 175500, training_loss: 3.06236e-01
INFO - run_lib.py - 2025-01-29 13:56:38,762 - step: 175500, eval_loss: 3.07409e-01
INFO - run_lib.py - 2025-01-29 13:56:38,859 - step: 175550, training_loss: 2.92139e-01
INFO - run_lib.py - 2025-01-29 13:56:38,971 - step: 175600, training_loss: 3.25639e-01
INFO - run_lib.py - 2025-01-29 13:56:38,978 - step: 175600, eval_loss: 3.20873e-01
INFO - run_lib.py - 2025-01-29 13:56:39,087 - step: 175650, training_loss: 2.89119e-01
INFO - run_lib.py - 2025-01-29 13:56:39,195 - step: 175700, training_loss: 3.05987e-01
INFO - run_lib.py - 2025-01-29 13:56:39,203 - step: 175700, eval_loss: 3.10179e-01
INFO - run_lib.py - 2025-01-29 13:56:39,298 - step: 175750, training_loss: 3.61155e-01
INFO - run_lib.py - 2025-01-29 13:56:39,414 - step: 175800, training_loss: 3.38210e-01
INFO - run_lib.py - 2025-01-29 13:56:39,420 - step: 175800, eval_loss: 3.13828e-01
INFO - run_lib.py - 2025-01-29 13:56:39,520 - step: 175850, training_loss: 3.27705e-01
INFO - run_lib.py - 2025-01-29 13:56:39,610 - step: 175900, training_loss: 3.05641e-01
INFO - run_lib.py - 2025-01-29 13:56:39,618 - step: 175900, eval_loss: 3.28106e-01
INFO - run_lib.py - 2025-01-29 13:56:39,713 - step: 175950, training_loss: 3.46811e-01
INFO - run_lib.py - 2025-01-29 13:56:39,817 - step: 176000, training_loss: 3.79139e-01
INFO - run_lib.py - 2025-01-29 13:56:39,822 - step: 176000, eval_loss: 3.53363e-01
INFO - run_lib.py - 2025-01-29 13:56:39,922 - step: 176050, training_loss: 3.05104e-01
INFO - run_lib.py - 2025-01-29 13:56:40,012 - step: 176100, training_loss: 3.23021e-01
INFO - run_lib.py - 2025-01-29 13:56:40,019 - step: 176100, eval_loss: 4.10554e-01
INFO - run_lib.py - 2025-01-29 13:56:40,108 - step: 176150, training_loss: 3.38642e-01
INFO - run_lib.py - 2025-01-29 13:56:40,207 - step: 176200, training_loss: 3.36205e-01
INFO - run_lib.py - 2025-01-29 13:56:40,214 - step: 176200, eval_loss: 3.37994e-01
INFO - run_lib.py - 2025-01-29 13:56:40,371 - step: 176250, training_loss: 3.62947e-01
INFO - run_lib.py - 2025-01-29 13:56:40,470 - step: 176300, training_loss: 4.11711e-01
INFO - run_lib.py - 2025-01-29 13:56:40,477 - step: 176300, eval_loss: 3.35201e-01
INFO - run_lib.py - 2025-01-29 13:56:40,564 - step: 176350, training_loss: 3.27682e-01
INFO - run_lib.py - 2025-01-29 13:56:40,664 - step: 176400, training_loss: 3.06164e-01
INFO - run_lib.py - 2025-01-29 13:56:40,671 - step: 176400, eval_loss: 2.92141e-01
INFO - run_lib.py - 2025-01-29 13:56:40,768 - step: 176450, training_loss: 3.11359e-01
INFO - run_lib.py - 2025-01-29 13:56:40,970 - step: 176500, training_loss: 2.53273e-01
INFO - run_lib.py - 2025-01-29 13:56:40,979 - step: 176500, eval_loss: 3.00895e-01
INFO - run_lib.py - 2025-01-29 13:56:41,099 - step: 176550, training_loss: 3.33428e-01
INFO - run_lib.py - 2025-01-29 13:56:41,214 - step: 176600, training_loss: 2.70638e-01
INFO - run_lib.py - 2025-01-29 13:56:41,224 - step: 176600, eval_loss: 3.15896e-01
INFO - run_lib.py - 2025-01-29 13:56:41,314 - step: 176650, training_loss: 2.87077e-01
INFO - run_lib.py - 2025-01-29 13:56:41,405 - step: 176700, training_loss: 2.74726e-01
INFO - run_lib.py - 2025-01-29 13:56:41,412 - step: 176700, eval_loss: 3.42059e-01
INFO - run_lib.py - 2025-01-29 13:56:41,503 - step: 176750, training_loss: 3.34106e-01
INFO - run_lib.py - 2025-01-29 13:56:41,575 - step: 176800, training_loss: 3.41216e-01
INFO - run_lib.py - 2025-01-29 13:56:41,581 - step: 176800, eval_loss: 2.92370e-01
INFO - run_lib.py - 2025-01-29 13:56:41,658 - step: 176850, training_loss: 2.75910e-01
